Pathway	C001	C008	C009	C010	C011	C014	C015	C016	C018	C019	C020	C021	C022	C023	C024	C025	C026	C027	C028	C029	C030	C031	C032	C033	C034	C035	C036	C037	C038	C039	C040	C041	C042	C043	C044	C045	C046	C047	C048	C049	C050	C051	C052	C053	C054	C055	C056	C057	C058	C059	C060	C061	C062	C063	C064	C065	C066	C067	C068	C069	C070	C071	C072	C073	C074	C076	C078	C079	C080	C081	C082	C084	C085	C086	C088	C089	C091	C092	C093
PWY0-1261: anhydromuropeptides recycling I	2.53883e-05	1.03275e-05	1.2233e-05	1.77336e-05	7.07798e-05	4.03151e-05	0	0	6.22779e-06	1.99455e-05	0	2.35097e-05	1.53689e-05	4.76004e-05	3.94352e-05	0	2.65866e-06	3.82323e-05	1.39232e-05	0	9.78066e-06	0	1.08492e-05	0	0	0	1.40299e-05	8.64772e-06	2.35956e-05	6.37749e-06	0	7.74154e-06	1.00361e-06	0	4.39232e-05	3.21862e-05	0	1.67789e-05	2.42073e-05	4.01942e-06	4.78639e-06	7.53617e-06	2.14741e-05	2.48294e-06	0	0	6.56923e-06	5.20181e-06	0	0	0	0	5.76825e-06	2.64485e-05	1.5157e-05	1.82088e-05	0	6.43583e-05	1.91675e-06	9.55061e-06	0	0	6.92558e-06	3.00069e-05	0	1.82212e-05	0	4.77851e-06	2.14572e-05	4.05729e-05	0	3.19889e-05	0	1.51325e-06	0	0	0	5.12589e-05	9.13066e-06
PWY0-1261: anhydromuropeptides recycling I|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07654e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20397e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0635e-07	0	0	0	0	0	0	0
PWY0-1261: anhydromuropeptides recycling I|unclassified	0	0	7.2047e-06	1.06928e-05	9.33964e-06	0	0	0	6.22779e-06	4.76352e-06	0	1.69621e-05	1.41403e-05	8.59846e-06	0	0	2.32389e-06	1.25804e-05	1.02125e-05	0	6.1791e-06	0	0	0	0	0	0	3.5156e-06	4.21047e-06	0	0	6.70996e-06	1.00279e-06	0	0	1.17154e-05	0	0	0	0	0	3.25336e-06	1.02861e-05	0	0	0	3.68836e-06	0	0	0	0	0	0	1.11842e-05	0	1.19036e-05	0	1.35008e-05	0	5.51897e-06	0	0	0	1.22954e-05	0	6.49402e-06	0	0	0	0	0	7.6766e-07	0	1.51325e-06	0	0	0	1.24252e-05	5.11309e-06
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04281e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42832e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation	0.000471268	0.000580676	0.000813627	0.000644231	0.000752555	0.000176494	0.00046245	0.000947295	0.00104214	0.000726907	0.00044979	0.000710582	0.000799312	0.000409858	0.000556491	0.000651336	0.000852598	0.000376387	0.000914545	0.000918659	0.000529502	0.000588282	0.000907432	0.000559082	0.000672835	0.000721606	0.00107625	0.00091464	0.000431174	0.000911367	0.000558917	0.00131851	0.00120492	0.000601636	0.000553438	0.000910959	0.000583935	0.00111969	0.000520641	0.000473745	0.000625889	0.000770089	0.000768084	0.000537027	0.00048191	0.00055992	0.000649098	0.00101258	0.000469828	0.000585005	0.00092889	0.000873557	0.000374364	0.000636963	0.000840079	0.000594953	0.000604531	0.0002672	0.00101728	0.00144427	0.000727293	0.00182734	0.000615081	0.000742581	0.000755858	0.000676012	0.000541999	0.00048846	0.00120661	0.000572428	0.000737622	0.000691473	0.000479214	0.000496832	0.000556311	0.000529092	0.00108699	0.000896228	0.00115113
PWY0-1296: purine ribonucleosides degradation|g__Acetatifactor.s__Acetatifactor_muris	0	0	0	0	0	0	0	0	0	0	2.17616e-06	0	0	0	0	2.79805e-06	0	0	2.17305e-06	0	0	0	0	3.33786e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28158e-06	0	0	0	0	0	0	0	0	0	0	0	9.01965e-06	0	0	4.99122e-06	0	2.24834e-06	0	0	0	0	0	0	0	0	0	6.73196e-06	0	0
PWY0-1296: purine ribonucleosides degradation|g__Acutalibacter.s__Acutalibacter_muris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.68292e-06	0	5.09854e-06	0	0	1.21814e-06	0	0	0	0	0	0	0	3.24156e-06	0	0	0	0	0	0	0	0	0	0	2.91594e-06	3.08943e-06	0	0	1.81761e-05	0	0	0	0	0	0	3.72485e-06	4.15184e-06	8.8026e-06	0	0	0	0	2.21144e-06	0	0	0	4.04264e-06	0	0	0	0	4.45069e-06	0	0	3.13125e-06	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	5.80588e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02378e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75479e-05	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_sp_ASF356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28127e-06	0	0	0	0	0	0	0	0	0	0	0	1.15075e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64843e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64929e-06	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_sp_ASF502	0	1.39383e-05	1.67255e-05	6.06453e-06	4.9806e-06	0	3.87903e-06	5.51118e-06	6.36897e-06	6.52553e-06	4.39677e-06	0	0	7.9604e-06	2.3232e-05	5.52618e-06	5.52064e-06	6.67031e-06	6.26245e-06	0	9.49091e-06	9.91331e-06	0	0	0	1.41555e-05	0	2.15987e-06	2.78459e-06	4.99688e-06	2.88639e-05	2.39223e-06	0	4.42276e-06	2.1451e-05	0	2.17355e-06	0	4.62666e-06	5.40481e-06	5.9952e-06	5.70213e-06	0	0	0	2.43231e-06	0	0	0	0	5.96051e-06	2.06725e-05	0	2.23632e-05	0	0	1.36553e-05	3.00635e-06	2.50902e-05	0	6.72512e-06	0	3.79419e-06	3.49249e-06	1.36782e-05	2.2478e-06	4.88811e-06	3.24567e-06	0	7.12718e-06	1.25081e-05	2.18617e-06	2.36098e-06	3.19249e-06	5.1023e-06	2.55296e-06	1.56052e-05	8.1373e-06	1.95065e-05
PWY0-1296: purine ribonucleosides degradation|g__Dorea.s__Dorea_sp_5_2	0	8.59737e-06	0	1.01864e-05	3.54187e-06	0	0	0	0	0	2.94409e-06	0	2.39495e-05	6.83802e-06	2.47904e-06	0	0	6.52744e-06	2.04749e-06	0	1.29561e-06	1.75335e-06	0	1.57382e-06	1.63318e-06	0	1.34059e-06	3.49045e-06	0	4.16685e-06	6.74391e-06	0	0	0	0	0	0	0	0	1.42452e-06	2.34335e-06	0	3.91731e-06	3.35734e-06	0	5.05217e-07	0	3.24478e-06	0	0	0	0	0	0	3.81839e-06	5.28962e-06	0	0	0	0	3.76439e-06	1.79374e-06	2.68177e-06	1.79498e-06	0	0	0	1.51027e-06	2.53859e-05	0	2.24524e-06	1.98835e-06	0	0	0	2.40234e-06	0	1.92463e-06	7.23742e-06
PWY0-1296: purine ribonucleosides degradation|g__Erysipelatoclostridium.s__Clostridium_cocleatum	0	0	0	0	2.36841e-05	2.27291e-05	0	0	0	0	0	0	0	0	0	0	0	3.32452e-05	0	0	0	0	0	0	0	0	0	0	8.84694e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91715e-06	0	0	0	1.76255e-05	0	0	7.8486e-06	0	0	0	0	0	2.27089e-05	0
PWY0-1296: purine ribonucleosides degradation|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1448e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5134e-06	0	0	0	1.73712e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.03909e-06	0.000120054	0	0	0	0	0	0	0	0	0	7.60197e-06	0	0	0	2.79247e-06	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Eubacterium.s__Eubacterium_sp_14_2	0	0	0	1.13939e-05	0	0	0	0	0	0	1.73033e-05	0	0	2.23819e-05	0	4.49813e-06	0	1.05084e-05	0	0	0	0	0	9.20903e-05	2.10137e-05	1.87071e-05	1.41937e-06	0	0	0	4.33045e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08716e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30502e-06	0	2.79684e-06	2.40297e-05	0	3.74995e-06	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Faecalibaculum.s__Faecalibaculum_rodentium	0	0	0	0	0	0	0	0	0	7.95929e-06	0	0	0	0	0	0	0	0	0	0	2.17221e-06	0	0	0	0	0	3.12902e-06	0	0	0	0	0	1.33825e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.63955e-06	0	0	0	0	0	0	0	0	1.86137e-05	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	0	0	0	0	0	0	0	0	5.8859e-06	0	0	0	0	0	0	0	0	0	4.68587e-06	0	4.83302e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.77839e-06	0	0	4.62279e-06	0	0	0	0	0	0	0	0	3.74171e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24613e-06	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	0.000190165	0	0.00014028	0	0.00027772	0	0	0.00051232	0.000198185	0.000174951	4.88578e-06	0	2.98494e-06	0	0.000175163	0	3.77901e-05	0	3.65198e-06	0.000157064	3.99494e-06	3.41747e-06	0.000544752	1.3547e-06	1.35288e-05	0	0.000393013	0.000451406	0.000125464	0	0	0.000710428	0.000538172	0	0.000132779	0.000505679	4.66012e-05	0.000660467	0.000298182	8.48765e-06	0	3.85043e-05	0.000201526	9.38547e-06	0	0.000121772	0.000335447	0.00055215	0	0	0.000323659	1.34907e-05	1.49432e-05	0	0.000102469	2.85862e-05	6.70457e-06	7.33099e-06	0	0.00103531	3.57172e-05	0.00104259	0	0.000318416	0.000218579	6.16933e-06	0	0	0.000780544	0.000286343	5.55515e-05	0.000372303	0	0	3.8351e-05	2.32574e-06	0.000732191	0.00043354	0.000693682
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_2	0	3.74371e-06	0	0	8.34793e-07	0	0	7.7799e-06	7.13683e-06	0	5.57632e-06	0	1.6102e-05	8.34427e-07	6.97106e-06	2.5086e-06	0	0	6.83423e-06	0	1.38097e-05	1.18973e-06	0	5.57104e-06	5.6314e-06	1.21523e-05	0	0	0	1.51901e-06	2.17896e-06	0	0	3.80712e-06	1.19653e-05	0	0	0	0	0	0	5.02455e-06	2.24224e-06	2.07442e-06	6.1948e-06	0	0	0	0	0	0	4.02064e-06	0	9.6752e-06	0	5.2139e-06	0	3.44886e-06	0	0	1.88163e-06	4.06751e-06	3.79479e-06	1.76487e-06	0	0	7.32687e-07	2.24812e-05	0	5.33376e-06	5.13326e-06	0	1.18688e-05	0	7.7478e-06	2.8311e-06	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	0	1.61659e-05	0	0	0	0	0	2.97459e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52611e-05	0	0	0	0	0	0	0	0	1.2879e-05	0	0	0	0	0	0	0	0	0	0	7.70734e-05	0	1.48715e-05	0	7.74199e-06	0	0.000112097	0	0	5.27096e-06	0	2.50943e-05	0	0	0	0	0	9.7779e-06	7.95559e-06	9.57909e-05	3.31093e-06	0	0	0.000157871	1.07173e-06	0	0	0	0	2.82476e-06	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	0	1.66806e-05	0	0	0	0	0	0	9.41918e-06	0	1.04376e-05	0	0	0	0	5.85243e-05	1.18155e-05	0	5.33535e-06	0	0	1.37141e-05	0	2.36839e-05	0	0	0	0	0	4.32494e-05	3.15202e-05	0	0	0	0	0	3.35615e-05	0	0	5.7184e-05	2.51457e-05	2.78927e-05	0	1.22327e-05	8.90843e-06	0	0	0	5.16337e-06	2.15653e-05	0	2.02977e-05	0	5.24095e-05	0	0	0	0	3.54093e-06	0	2.36617e-05	0	2.18378e-05	0	0	0	0	0	0	0	3.59795e-05	0	1.01634e-05	0	3.46452e-05	3.26819e-05	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	0	0	0	0	0	0	3.61062e-06	0	1.21581e-05	0	2.34785e-06	0	8.10645e-06	0	0	1.00358e-05	3.47697e-06	0	2.6749e-05	0	0	0	0	2.31884e-05	5.5356e-06	5.18376e-05	0	0	0	4.45927e-05	0	0	0	9.44097e-06	0	0	0	0	0	6.37535e-06	1.2654e-05	2.63569e-06	0	3.81509e-06	2.68015e-05	4.19072e-05	0	0	1.98151e-05	6.29294e-06	0	5.82567e-06	0	2.37279e-05	3.69682e-06	1.33295e-06	0	0	5.34269e-06	0	4.21688e-06	5.77767e-06	0.000110923	5.34442e-06	0	0	0	2.85693e-05	0	0	1.74131e-05	0	0	0	9.48231e-06	7.69823e-06	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	0	0	0	0	0	0	0	0	0	0	1.43498e-06	0	0	0	0	2.56037e-06	0	0	0	0	0	0	0	0	0	0	0	4.83471e-07	0	0	1.93561e-06	0	0	3.66444e-06	0	0	0	0	0	1.27703e-06	9.75578e-06	0	0	0	0	0	0	0	0	0	0	8.22332e-06	0	0	0	0	0	0	0	0	8.73501e-07	0	5.03218e-05	5.35425e-06	1.8027e-06	1.11292e-06	7.05056e-07	3.17821e-06	0	0	2.60593e-07	7.27824e-07	1.70142e-05	1.89095e-06	0	0	0	0	1.68361e-06
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_murinus	0	0	1.96582e-05	0	7.43953e-06	0	6.19131e-06	2.57387e-06	2.72589e-06	1.00744e-05	4.46479e-06	0	0	6.59247e-06	0	1.95766e-06	1.38595e-05	3.60557e-06	0	0	0	0	0	0	3.44284e-06	0	0	3.44061e-06	6.25308e-05	0	0	1.92869e-06	0	0	0	0	1.17007e-05	0	3.19104e-05	5.52146e-05	3.5955e-05	0	0	5.74065e-06	0	1.83813e-06	0	0	0	0	0	0	0	0	0	0	2.59121e-05	8.17624e-06	0	0	4.18653e-05	0	8.36258e-06	0	0	1.97003e-06	2.57439e-05	2.75195e-05	3.95619e-06	4.38804e-06	0	3.75375e-06	0	0	6.28506e-06	7.95019e-06	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	1.93534e-05	0	9.35211e-06	1.04766e-05	0	0	0	0	0	8.88002e-06	0	0	0	0	0	2.65165e-06	0	0	0	2.33579e-06	0	0	0	0	0	0	0	0	1.79285e-06	0	0	0	0	0	1.13087e-05	0	0	0	0	0	0	0	6.44994e-06	0	0	0	0	0	0	8.33938e-06	0	0	0	0	1.76398e-05	0	1.22093e-06	0	3.73368e-06	0	0	9.89546e-07	0	1.79353e-05	0	0	0	1.09611e-06	0	0	0	6.25577e-06	0	0	0	0	8.3708e-06
PWY0-1296: purine ribonucleosides degradation|g__Lactococcus.s__Lactococcus_lactis	0	0	2.65833e-06	7.80869e-06	1.43394e-05	0	0	0	0	0	0	0	0	1.64222e-06	0	0	0	5.67666e-06	0	0	0	0	0	0	0	0	0	3.55767e-06	4.50931e-06	0	0	2.17028e-06	1.98578e-05	0	7.21449e-06	8.32089e-06	0	1.17093e-05	1.87718e-05	0	0	0	3.15745e-05	0	0	0	3.83436e-06	7.40294e-06	0	0	0	0	0	0	1.56556e-06	8.57664e-06	0	0	0	0	0	0	0	2.68185e-06	0	2.68134e-06	0	0	0	5.94448e-06	0	3.01757e-06	0	0	0	0	0	1.21913e-05	2.1086e-06
PWY0-1296: purine ribonucleosides degradation|g__Romboutsia.s__Romboutsia_ilealis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77741e-05	0	0	0	0	0	0	0	0	0	0	1.1574e-05	0	0	0	4.16407e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55282e-06	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|unclassified	0.000206398	0.000483434	0.000597694	0.000593935	0.000353123	0.000132573	0.000434641	0.000406885	0.000763832	0.000516458	0.000370321	0.000684431	0.000708356	0.000211246	0.000310782	0.000539907	0.000762006	0.000258793	0.000817237	0.000760879	0.000421497	0.000527934	0.000313771	0.000354303	0.000589375	0.000605872	0.000666958	0.00042421	0.000182378	0.000791677	0.000423206	0.000577248	0.000540185	0.000555512	0.000303344	0.000337662	0.000420349	0.000436992	0.000146642	0.000309211	0.000478765	0.000667044	0.000507829	0.000376195	0.000386665	0.000338467	0.000262844	0.000396086	0.000419197	0.000419838	0.000556773	0.000753259	0.000335499	0.000495579	0.00062759	0.000520626	0.000506609	4.65554e-05	0.000966173	0.00036633	0.000556263	0.000601652	0.000249647	0.000342971	0.000503881	0.000632102	0.000333945	0.000366665	0.000357547	0.000235259	0.000581115	0.000249823	0.000392535	0.000455621	0.000416026	0.000409618	0.000319324	0.000357396	0.000405862
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	6.69434e-05	1.0178e-05	0	0.000152358	0.000187413	0.000145582	5.19906e-05	0.000103614	2.08859e-05	0.000147675	0	4.41361e-05	4.41678e-05	9.61297e-05	0.000165291	3.81718e-05	4.87995e-05	1.79741e-05	4.85822e-05	0.000142723	3.34279e-05	6.0041e-06	3.79136e-06	2.32385e-05	2.87998e-05	4.63086e-05	0.000129455	6.6119e-05	1.91203e-05	1.75451e-05	2.37742e-05	0.000161209	7.06948e-05	1.45132e-05	7.1106e-05	2.85674e-05	3.02131e-05	0.000116989	7.96432e-05	3.4967e-05	1.0853e-05	2.69077e-05	0.000106281	0	1.28676e-05	7.60242e-06	8.41631e-05	3.76709e-05	3.41772e-05	2.50877e-05	0.000170708	3.07579e-05	1.89064e-05	2.44609e-05	4.90304e-06	6.54208e-05	1.24426e-05	0.00025232	3.18163e-05	2.41273e-05	7.18139e-06	9.83843e-06	4.04217e-05	0.000112124	7.43939e-06	8.95585e-05	0	1.26956e-05	6.40071e-05	3.10488e-05	6.89765e-05	7.03667e-05	5.60996e-05	0	0	0	7.91301e-05	4.85478e-05	4.36273e-05
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28626e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09516e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.89486e-06	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28829e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.61365e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23558e-06	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lactococcus.s__Lactococcus_lactis	0	0	0	3.54495e-06	1.32769e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.1417e-06	0	0	0	0	0	0	0	0	0	2.61517e-06	4.02183e-06	0	0	0	1.47212e-05	0	3.99817e-06	3.95667e-06	0	1.0499e-05	1.05569e-05	0	0	0	2.22477e-05	0	0	0	1.81799e-06	5.78513e-06	0	0	0	0	0	0	1.55726e-06	5.18429e-06	0	0	0	0	0	0	0	2.54074e-06	0	2.62622e-06	0	0	0	5.50448e-06	0	3.24986e-06	0	0	0	0	0	9.5104e-06	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	5.94778e-05	1.0153e-05	0	0.000149275	0.000144284	0.000119249	5.16856e-05	9.352e-05	2.07871e-05	0.00013696	0	4.40726e-05	4.39523e-05	7.37551e-05	0.000141267	3.78379e-05	4.85877e-05	0	4.83946e-05	0.000137052	3.30925e-05	5.99988e-06	3.771e-06	2.28541e-05	2.86892e-05	4.58683e-05	0.000123281	5.97891e-05	4.65881e-06	1.74986e-05	2.35841e-05	0.00014439	4.61172e-05	1.44941e-05	6.11944e-05	2.76543e-05	2.98821e-05	0.00010537	7.49691e-06	3.41353e-05	1.08166e-05	2.68129e-05	0.000101616	0	1.28106e-05	7.55353e-06	7.33032e-05	1.24074e-05	3.39969e-05	2.48056e-05	0.000156699	3.06472e-05	1.8778e-05	2.42916e-05	0	6.46902e-05	0	1.7262e-05	3.17859e-05	2.33248e-05	7.16605e-06	0	3.80487e-05	0.000100029	7.41638e-06	8.87744e-05	0	1.26258e-05	5.8911e-05	1.65201e-05	6.7689e-05	3.36012e-05	5.46204e-05	0	0	0	7.07927e-05	4.63212e-05	4.15909e-05
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	4.10116e-05	1.069e-05	7.66778e-06	0.000101145	3.834e-05	3.023e-05	3.93889e-05	7.04745e-05	9.57542e-06	0.000129547	0	4.079e-05	4.25789e-05	9.863e-05	2.94722e-05	2.96127e-05	2.33454e-05	2.21154e-05	4.0742e-05	6.88444e-05	3.15492e-05	6.34347e-06	6.35437e-06	2.09478e-05	1.78585e-05	4.28469e-05	9.05671e-05	5.89514e-05	2.1346e-05	1.45757e-05	2.20999e-05	0.000104264	4.69131e-05	1.4519e-05	3.59248e-05	2.71158e-05	2.36346e-05	8.60418e-05	8.13196e-06	2.26272e-05	6.83085e-06	2.47902e-05	9.21275e-05	1.30351e-05	1.30889e-05	6.75492e-06	6.84602e-05	3.16109e-05	1.40489e-05	2.09289e-05	0.000106888	2.24772e-05	1.82414e-05	2.29355e-05	5.68276e-06	5.68124e-05	1.9163e-05	0.000178591	2.55855e-05	2.50575e-05	7.41022e-06	1.35957e-05	3.07494e-05	7.95392e-05	8.05046e-06	7.50395e-05	3.93917e-06	2.44239e-05	2.0887e-05	2.8118e-05	6.37634e-05	4.00452e-05	1.8463e-05	1.61093e-05	0	0	4.29202e-05	3.10401e-05	2.39935e-05
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6188e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06206e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69115e-06	0	0	0	0	0	0	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83471e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02692e-05	0	0	0	0	0	0	0	0	0	2.28012e-06	0	0	0	3.31991e-06	0	0	0	0	0	0	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	1.1765e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5455e-06	0	0	0	0	0	0	0	0	0	0	3.08826e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9959e-06	0	4.35839e-06	0	0	0	0	0	0	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	3.79722e-05	1.0668e-05	7.64221e-06	9.49367e-05	3.28358e-05	1.60541e-05	3.92202e-05	6.50272e-05	9.55697e-06	0.000120795	0	4.07529e-05	4.24472e-05	2.90565e-05	1.74554e-05	2.94282e-05	2.32963e-05	0	4.0672e-05	4.71418e-05	3.12345e-05	6.34048e-06	6.29031e-06	2.0587e-05	1.78313e-05	4.25001e-05	8.72644e-05	5.36211e-05	9.88633e-06	1.45393e-05	2.20203e-05	9.75369e-05	4.25585e-05	1.44449e-05	3.3353e-05	2.46736e-05	2.35608e-05	7.32902e-05	7.58959e-06	2.22066e-05	6.82261e-06	2.47233e-05	8.00047e-05	1.29858e-05	1.30355e-05	6.71215e-06	5.82427e-05	1.2921e-05	1.39964e-05	2.07684e-05	0.000100614	2.24245e-05	1.80895e-05	2.28368e-05	0	5.49566e-05	1.8229e-05	1.54407e-05	2.55692e-05	2.41668e-05	7.39533e-06	1.34096e-05	2.93208e-05	7.11625e-05	8.02796e-06	7.4549e-05	3.92744e-06	1.26832e-05	2.03293e-05	1.63777e-05	6.26709e-05	2.01731e-05	1.82979e-05	1.59948e-05	0	0	4.01611e-05	1.83761e-05	2.33424e-05
