Pathway	C007	C008	C009	C012	C015	C016	C017	C020	C023	C025	C025_n	C025_r	C026	C027	C028	C029	C030	C030_r	C031	C033	C035	C036	C037	C039	C040	C042	C042_r	C043	C043_r	C045	C046	C047	C049	C050	C052	C053	C055	C057	C060	C061	C061_r	C063	C063_r	C065	C068	C070	C071	C072	C073	C075	C077	C079	C081	C082	C083	C084	C084_r	C085	C085_n	C086	C089	C089_n	C090	C093	C094	C095	C096	C097	C099	C100	C101	C102	C103	C104	C105	C108	C109	C110	C112	C113	C114	C115	C116	C117	C118	C119	C124	C126	C127	C128	C129	C133	C134	C135	C142	C143	C144	C145	C146	C147	C148	C149	C150	C151	C152	C153	C154	C155	C156	C157	C158	C159	C160	C162	C163	C164	C165	C166	C167	C168	C169	C170	C172	C173	C174	C175	C176	C178	C179	C180	C181	C182	C183	C184	C185	C186	C187	C188	C190	C191	C196	C197	C198	C199	C200	C201	C202	C203	C204	C205	C206	C207	C208	C209	C210	C211	C212	C213	C214	C215	C216	C217	C218	C219	C220	C221	C222	C223	C224	C225	C226	C227	C228	C229	C230	C232	C233	C234	C235	C237	C238	C240	C241	C242	C243	C244	C245	C246	C247	C248	C249	C250	C251	C252	C253	C254	C256	C257	C259	C260	C261	C262	C263	C264	C265	C266	C267	C268	C269	C270
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caecimuris	0.0129103	0.00787039	0.00409962	0	0.00376739	0.00583522	0.00163168	0	0.0130298	0.00122737	0.000539666	0.00102537	0.00868651	0.0230868	0.0126681	0.00127744	0.00422035	0.00438252	0.00146834	0.00385365	0.00358328	0	0.00201327	0.00760297	0.0061156	0.06018	0.0723619	0.00319396	0.00406093	0.00147783	0.00356657	0	0.00151005	0.00521264	0.00627532	0.00274783	0.00199772	0.0109866	0.00813172	0	0	0.00702604	0.00649682	0.00779182	0.0157884	0.00800763	0	0.0057217	0.00667575	0.000795421	0.00831049	0.00183824	0.00989902	0.005158	0.00961717	0.00794353	0.00923564	0.00483964	0.00568442	0.00601095	0.00729989	0.00542331	0.00473329	0.00568407	0	0	0.00388734	0.00442342	0.00657316	0.00246451	0.0025398	0.00142383	0	0.00714314	0.00285198	0	0.015012	0.00625639	0.00490839	0.0058087	0.00393864	0.00706393	0.0606499	0.0092723	0.00743208	0	0.00212481	0.00226954	0.00541401	0.00211227	0.00123483	0.00710216	0.00299186	0.00359271	0.00110388	0.00433787	0.00632837	0.00445182	0.00498108	0.00277689	0.011123	0.00364928	0.0105055	0.00450839	0.00265761	0.00532941	0.0032384	0.00265592	0.00562292	0.00606357	0.00422626	0.00336049	0.00178812	0.00962706	0.0129971	0.00506806	0.00648326	0.0120139	0.00521085	0.0236979	0.0146734	0.024812	0.0267482	0.00562185	0.0133655	0.00500205	0.0152455	0.018977	0.0061775	0.00456693	0	0.00588708	0.0109637	0.00570683	0.00698341	0.00720274	0.00777714	0.0159388	0.00492327	0.00263341	0.0125424	0.015745	0.00833711	0.00500351	0.0117595	0.00232411	0.0149969	0.0085628	0.00349446	0.00330722	0.00116422	0.00436243	0.00411973	0.00384953	0	0.00502629	0.00477027	0.00717612	0.00252832	0	0.0039536	0.00141111	0.0052907	0.00362577	0.00651644	0.00602635	0.00255145	0.00680507	0.00569538	0.00695439	0.0019439	0.0072578	0.00985541	0.00311297	0.00173936	0.00136738	0.0159595	0.0130805	0.00956621	0.0133076	0.01223	0.00295749	0.00800059	0	0.00210929	0.0033427	0.00652189	0.00915571	0.00512354	0.0028058	0.00794462	0	0.00629005	0.00444121	0.0102834	0.0190903	0.0267874	0.00751802	0.0134061	0.00206063	0.028803	0.00791197	0.01105	0.00163228	0.00862797	0.0123008	0.0034496	0.00609937	0.0016772	0.0094918
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000989237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000821177	0	0	0	0	0	0	0	0	0	0	0.00140451	0.00191853	0	0	0	0	0	0	0	0.00120671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sartorii	0	0	0	0	0	0	0	0	0	0.00172388	0.000853737	0.00177192	0	0	0	0	0	0	0.00243766	0	0	0	0.0245788	0	0	0	0	0	0	0	0.0303382	0	0.00102569	0	0	0.00491787	0	0	0	0	0	0	0	0	0	0	0	0	0.039703	0	0	0	0	0	0	0	0	0.0126595	0.013992	0.00813953	0.0149935	0.0140364	0	0	0.0522793	0	0.0201677	0.0252462	0.0372641	0	0	0.00518852	0	0	0	0.00250121	0	0	0.00354144	0	0.0210769	0	0	0	0	0	0	0.017269	0	0	0.00240418	0	0	0	0	0	0	0	0	0.0191186	0	0	0	0	0	0	0	0	0	0.0279694	0	0.00570498	0	0	0.0512234	0	0	0	0.0096541	0	0	0	0	0	0	0.0307035	0	0	0	0.013284	0	0.0234944	0	0	0	0	0	0	0	0.0288079	0	0	0	0	0	0.00916546	0	0	0.0127462	0	0.0117811	0	0.00449038	0	0	0	0	0	0	0	0	0.00779241	0	0.0449205	0	0	0	0	0.0350329	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0152416	0	0.0229088	0	0	0	0.0195739	0.000269274	0	0	0	0	0	0	0	0	0	0.0288126	0	0	0	0	0.136336	0.0323288	0.00204146	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	0.036125	0.0091629	0.0388119	0.0330772	0.0169697	0.0520354	0.00398024	0	0.0835935	0.00264175	0.00144085	0.00300415	0.0235935	0.0654299	0.0194249	0.0489133	0.0241834	0.0246052	0.00251115	0.00752797	0.0145458	0.0362035	0.00686049	0.0243309	0.0126827	0.031638	0	0.00751234	0.00818913	0.00541596	0.0157032	0.0186409	0.00482647	0.0210009	0.060465	0.00433375	0.00588384	0	0.0786528	0.0343959	0.0313787	0.0263365	0.0261016	0.129783	0.0462319	0.0053137	0	0.0343553	0.0455506	0.00442237	0.0263614	0.0149395	0.0552055	0.00642418	0.101224	0.0421914	0.0514664	0.00506802	0	0.00636888	0.0215525	0.019645	0.0206706	0.0249379	0	0.1073	0.0268113	0.0259343	0.0431332	0.00823382	0.010912	0.00424382	0	0.0412359	0.00905037	0.00211277	0.0717979	0.0266311	0.0137843	0.0788991	0.0160085	0.024075	0.130884	0.150698	0.0875222	0.00631985	0.0255505	0.025196	0.0180548	0.0106526	0.00295708	0	0.00759025	0.013244	0.0131428	0.0132256	0.0241217	0.0487524	0.0556104	0.00900208	0.0513392	0.0420004	0.0312926	0.0508719	0.0145262	0.0354042	0.00971019	0.00717008	0.0145208	0.0463492	0.0320237	0.0057591	0.0125167	0.0362614	0.0729735	0.0648987	0.0389243	0.0334118	0	0.0415112	0.033786	0.122107	0	0	0.0431523	0.0413129	0.0265276	0.0257545	0.0284742	0.013071	0.0856631	0.0257284	0.0534428	0.0232151	0.0656769	0	0.00945833	0.0351651	0.0288472	0.0146608	0	0.0254123	0.0237939	0.0182306	0.080436	0.0150031	0.116749	0.0113636	0.0149259	0.0508138	0.0110221	0.0098383	0.0107774	0.0186515	0	0.0535443	0.0122016	0.0413841	0.0302804	0	0.0321681	0.00740229	0.0128775	0.0140986	0.0251769	0.0537364	0.0555993	0.0128386	0.0215435	0.0336803	0.00702805	0.0352442	0.101085	0.0108378	0.00712371	0.00149099	0.0380188	0.0573373	0.0440785	0	0.0591197	0.0175928	0.0241063	0.0153463	0.0134364	0.0174485	0.0942998	0.0236271	0.0152058	0.0296462	0.0497269	0.0174822	0.0277304	0.0386002	0.105982	0.0920904	0.0692333	0.105676	0.0617682	0.014187	0.0264981	0.0314495	0.0374618	0.0159551	0	0.0266507	0.00539156	0.0282196	0.00197383	0.0237794
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0.0278336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00895741	0	0	0	0	0	0	0.010616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0649886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111392	0	0	0	0.0166681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113327	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0	0	0.000377801	0	0	0	0	0	0	0	0	0	0	0	0.000554989	0	0	0	0	0	0.00401262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106938	0.000842685	0.000761306	0.000469822	0	0	0	0.000854683	0	0	0	0.000340821	0.000958414	0.000308321	0.00204656	0	0	0	0.0040399	0	0	0.000798253	0	0	0	0	0	0	0.0052883	0	0.000732281	0	0	0	0	0	0	0	0	0	0	0.000674905	0	0	0.000761346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00150662	0	0	0	0	0	0	0.00030839	0	0	0.000982702	0	0	0	0	0.000922672	0	0.00317398	0	0	0	0	0	0	0	0.000881818	0	0	0	0	0	0	0	0	0	0	0.00106663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128029	0.000955785	0	0	0.000728532	0	0	0	0	0.00151566	0	0	0	0	0.00229799	0	0	0	0	0	0	0	0	0	0.000428387	0	0	0	0	0.000772044	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Brevundimonas.s__Brevundimonas_diminuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0.00122898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_ASF356	0	0.000610922	0	0	0	0	0	0	0	0	0.00111892	0	0	0.000614263	0	0	0	0	0	0.000547734	0.00263965	0	0	0.000919303	0	0	0	0.000807798	0	0	0	0	0	0	0	0.000688802	0	0	0	0.00140017	0.000854454	0.000828546	0.000967536	0	0	0	0	0	0	0	0	0.000557218	0	0.00129841	0	0	0	0	0	0	0.000279522	0	0	0	0.00144229	0	0	0	0.00121792	0	0.000677229	0	0.00151997	0	0.000689537	0	0	0.000797295	0.000687569	0.00487787	0	0	0.00302647	0	0	0	0	0	0.00241154	0	0	0	0	0.000360129	0	0	0	0	0.000648817	0	0.000466049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00119635	0	0	0	0	0.000423393	0	0	0.000876328	0	0	0	0	0	0	0	0	0	0	0.000854257	0	0	0.000804783	0	0	0	0	0	0	0.00101396	0.00168298	0	0.0010532	0	0	0	0.000888549	0	0	0.000951747	0	0	0.00117589	0	0.000200974	0	0.000432577	0.000893524	0	0	0	0	0	0	0	0	0	0	0	0	0.00109488	0	0	0	0.000788638	0.000896627	0	0	0	0.000809274	0.00165185	0	0	0	0	0.000993105	0.00191747	0	0	0	0	0	0.00115604	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_ASF502	0	0.00933328	0.00796705	0.00530079	0.00304143	0.00238437	0.00750728	0.00447743	0.00115908	0.00617001	0.0078351	0.00452474	0.0052213	0.00280594	0.00534725	0	0.00267699	0.00629569	0.00493716	0.00166819	0.00454379	0.00253307	0.00506101	0.0045019	0.00979874	0	0	0.00459423	0.00330312	0.00690336	0.00715122	0.0075221	0.00422212	0.00689023	0	0.0106555	0.00944412	0	0.00804443	0.00689716	0.00623934	0.0108865	0.00979324	0	0.00291844	0.00645563	0	0.00678752	0.00511422	0.00544125	0.0110787	0.00428368	0.00614378	0.00709138	0.00486827	0.00712127	0.00393017	0.00186665	0.00234983	0.00400198	0.00685774	0.00282804	0.00393772	0.0153423	0.00345125	0	0.0085016	0.0128955	0.00130532	0.0070137	0.00622961	0.00530879	0.0056667	0.0082501	0.006721	0.0110122	0	0.00749448	0.00452762	0	0.00818878	0	0.00761415	0	0	0.00643625	0.00543235	0.00798547	0	0.0158895	0.00572784	0.00622338	0.00805925	0.00389522	0	0.0102035	0.0029457	0	0	0.00566144	0.000980071	0.00444831	0.00659307	0.00877627	0	0.00898431	0.00391437	0.00508633	0.00819023	0	0	0.00884132	0	0	0.0102999	0.0121334	0.00399518	0.00585405	0.0038947	0	0.00568452	0	0	0.0112221	0.00286912	0.00657325	0.00607029	0.0127615	0.00496408	0.0057221	0	0.00672515	0.00318451	0.00638437	0.00838937	0.00507498	0.0116731	0.00506514	0.00756753	0.00758966	0	0.00668429	0.00858973	0.00672425	0.0172226	0.0093756	0.0122407	0.00627736	0.00794215	0.00773444	0	0.00720897	0.00598745	0	0.00455696	0.00302761	0.00756021	0.0091921	0.0104881	0.00856597	0	0.015019	0.0049152	0.00468872	0.0041973	0.00725708	0.00759178	0.00486987	0.00438491	0.00498765	0.00642061	0.00949108	0.0186935	0.0131873	0.00764742	0	0	0.00948775	0	0	0	0.00437103	0	0.0025168	0.00402596	0.0112612	0.00265852	0.00496384	0.00804505	0.00880077	0.00398819	0	0.00233684	0.00505022	0	0	0.012778	0	0.0055501	0	0	0.00398041	0	0.013178	0	0.00484098	0.0048955	0	0.00343501	0
UNINTEGRATED|g__Corynebacterium.s__Corynebacterium_stationis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000490438	0	0	0	0
UNINTEGRATED|g__Dorea.s__Dorea_sp_5_2	0.0133374	0.0130255	0.00829361	0.00863453	0.00406772	0.00530585	0.00641999	0.00711525	0.00321548	0.00576753	0.00944541	0.00701971	0	0.00701421	0.00633697	0.00500685	0.01115	0	0.00485018	0.0053565	0.00581194	0.00799086	0.00836117	0.0104514	0.011776	0	0	0.004587	0.022697	0.00778641	0	0.00816159	0.00601736	0.0178205	0.00879141	0.0125721	0.00676974	0.01044	0.00729569	0.00799099	0.00894961	0.00479674	0.0106846	0.00918661	0	0.00698339	0.00630891	0.0112874	0.00551669	0.0121311	0.0131309	0.00522753	0.0037634	0.0078633	0.00507931	0.00882486	0.0078889	0.00314882	0	0.00444524	0.00335265	0.0054854	0.0055439	0.0137325	0.0112755	0.00751842	0.00669997	0.0133954	0.0048415	0.00538031	0.0093244	0.0069211	0.00997275	0.0112927	0.00622808	0.009869	0.00830441	0.018149	0.00712873	0	0	0	0.00907044	0.0171682	0.00734551	0	0	0.00444037	0.0058244	0.0166916	0.0178404	0.00334976	0.0260712	0.0035825	0.0174714	0.0119364	0.00944255	0.0120254	0.00577052	0.0105695	0.0105228	0.0160365	0.00958702	0.0155796	0.00799221	0.00490473	0.00614389	0.00563389	0.00828877	0.01123	0.0229531	0.00759521	0	0.00421347	0.00915316	0.0285232	0	0.00956689	0.00488168	0.0121195	0.00751392	0.00754564	0	0	0	0.00804627	0.00894059	0.00665919	0	0.0118295	0	0.00250563	0.0242538	0.00668058	0.00919033	0.00989883	0.0189101	0.00904789	0.00816248	0.00981075	0.0165058	0.0121516	0.00960414	0.016349	0	0.0120303	0.00868642	0.00906224	0	0.0138861	0.00689417	0.0307919	0.00538963	0	0.0118793	0.0100622	0.0099505	0.0154986	0.0243644	0.0147979	0.00927439	0.0112745	0.00265505	0	0.00580661	0.00758264	0.0138768	0.0065484	0.00185972	0.00710797	0.00896148	0.0101764	0.00937503	0.010392	0.00651683	0	0.0144344	0.0171955	0	0.0182942	0.0344844	0	0.00550638	0.00614348	0.00535372	0.0132709	0.0119366	0.00623738	0.00572224	0.0149756	0.00667006	0.00864278	0.0105084	0.00495802	0.0202528	0.00995591	0	0.00829011	0.00643522	0.0212514	0	0.00786896	0	0.0168325	0.00647421	0	0.00879657	0.0153145	0.0132859	0.0065809
UNINTEGRATED|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	0.000585176	0	0	0	0	0	0	0.00197662	0	0	0	0	0	0	0	0	0	0.00101268	0.000984957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00156809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00172579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0.000703629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00185325	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterococcus.s__Enterococcus_hirae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000985556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000823869	0	0	0	0	0	0
UNINTEGRATED|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0.000785576	0.000472198	0.000321643	0	8.26E-05	0.000164397	0.00199173	0.000351067	0.000362021	7.19E-05	0	0.000133911	7.63E-05	0.000468407	0.000438136	0.000302325	0.00031954	0.000487992	0.000270102	0.00027848	0	0.000737444	0	0.000227293	0.000763006	0	0	6.67E-05	0	8.12E-05	0.000186005	7.55E-05	0	0.000175162	0	9.42E-05	0.000287281	0	0	0	0	5.19E-05	0	0	0.000117929	0.000300119	0	0	0.000570484	0.00617204	0	0	0.000423267	0.000153809	0.000436743	0.000419831	0.00115494	0.000267129	0	0.00018912	0.000129525	0.000284323	0.000193964	0	0.000649369	0.000441976	0	0	0	0	0	0	0.00013503	0.000182691	0.000205129	0.00152266	0	0	0.000124436	0	0	0.000109751	0	0.000914735	0	0.00158229	0	0	0.000114593	0	0.00141559	0.000115287	0	0.000107469	0	0.0002173	0.000531091	0.000683509	0	0	0.00022601	0.00025603	0.000168626	0	0.00108624	0	0	0	0.000213857	0.000122694	0	4.55E-05	0.00195197	0.00125709	0	0.00038389	0.000570472	0.000547683	0.000331671	0.00108803	0.000132604	0	0	0	0.00019381	0	0	0.00127665	0	0.00032293	0.000231404	0	0	0	0.000439895	0.000355017	0	0.000424733	0	0.000247071	0	0.000484987	0.000322412	0	0	0.000328647	0	0.000222432	0	0.000551653	0.000390604	0	0.000343936	0.00101803	0.000266566	0	0	0	0	0	0.000949245	0	0.00021563	0.000139535	0	0	0	0.000130192	0	0	0.000341375	0.000615152	0.000798053	0.000120994	0	0	0	0.000664888	0	0	0.000973014	0	0.000234711	0.000286864	0	0.000341913	0.000416684	0	0	0	0.000304883	0	0.00043457	0.00045355	0.000662046	0	0.000810939	0.000441926	0	0	0	0.000133859	0.000187877	0.00164287	0	0	0.00338749	0.00129331	0	0.000739414
UNINTEGRATED|g__Erysipelatoclostridium.s__Clostridium_cocleatum	0	0	0.000351611	0	0	0	0	0	0.000385973	0	0	0	0	0.0129751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000738637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000979515	0	0	0	0	0	0	0	0.000707091	0	0	0.00539489	0	0	0.000975929	0	0	0	0.00975813	0	0	0	0	0	0	0	0.000121279	0	0	0	0	0	0.000966122	0	0	0	0	0	0	0	0	0	0	0	0.000676848	0	0	0	0.00154333	0.00329224	0	0	0	0	0.00658499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000536819	0	0	0	0	0	0	0	0.00434468	0	0.0025769	0	0	0	0	0	0	0	0	0	0	0	0.00101929	0	0	0	0	0	0	0	0	0	0	0	0	0.00108348	0.0040522	0	0	0	0.000643499	0.00103716	0	0	0	0	0	0	0	0	0.00202344	0	0	0	0	0	0	0	0	0	0.000560431	0	0	0	0	0	0	0	0.00165174	0	0	0	0	0
UNINTEGRATED|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	0	0.00258429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00268189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00511806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038123	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109353	0.000767359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
